	val_loss	val_rpn_class_loss	val_rpn_bbox_loss	val_mrcnn_class_loss	val_mrcnn_bbox_loss	val_mrcnn_mask_loss	loss	rpn_class_loss	rpn_bbox_loss	mrcnn_class_loss	mrcnn_bbox_loss	mrcnn_mask_loss
1	2.2303802967071533	0.3073932698369026	0.7284305078983306	0.35470216861367226	0.4053073129653931	0.4345454194545746	2.6005394132932027	0.4746982434888681	0.7160820825894674	0.328195074860317	0.5244900755087535	0.557072461048762
2	2.090096290588379	0.30073770993947985	0.7161775903701783	0.3781853657960892	0.31497289550304414	0.38002111852169035	2.0076802285512287	0.2770033821215232	0.5845594948530197	0.37649798547228175	0.3494872726003329	0.420130516688029
3	1.6713693313598632	0.18921979483217	0.4990311403274536	0.36871828651428223	0.2558755946159363	0.3585176041126251	1.8318101159731548	0.21662902260820072	0.5205707148710886	0.42011217152078945	0.28747363954782484	0.38701766192913056
4	1.6426937518119813	0.18828682055324317	0.4762478406429291	0.3307296987473965	0.26683471190929414	0.3805877646207809	1.7057429297765097	0.2093927450850606	0.49226889888445535	0.3613751104225715	0.263587852815787	0.37911139716704684
5	1.672136251449585	0.19285200378298759	0.44366842877864837	0.4040180352926254	0.2557984770536423	0.375792396068573	1.5652562805016836	0.18175981059670449	0.4725674644112587	0.3007650517920653	0.24836666171749433	0.3617903784910838
6	1.4957859778404237	0.14447833417356015	0.4001658818721771	0.34741059923171996	0.24765509897470475	0.3560691479444504	1.504962773323059	0.1648875750725468	0.4390469845136007	0.29271327738960584	0.24499500627319018	0.363313020269076
7	1.4253571071624755	0.13993079605698586	0.38316436326503756	0.28322589480876925	0.24230233365297318	0.3767266961336136	1.4569505381584167	0.15491727262735366	0.4273204811414083	0.26905574911584457	0.24149846990903218	0.3641515557964643
8	1.4517727150917052	0.14505315516889095	0.4232380639314651	0.27892623233795166	0.24145303571224214	0.3630951858758926	1.3720168177286785	0.14417191391189893	0.3973400710026423	0.24316950314988692	0.23436844264467557	0.3529598679145177
9	1.4142581644058227	0.15089977413788438	0.44202154970169066	0.20759171015024186	0.24346539777517318	0.37027268409729003	1.2819796204566956	0.1282055762410164	0.37247566650311154	0.20729764460896452	0.2233672539393107	0.3506264465053876
10	1.320635540485382	0.1282431377917528	0.4043311312198639	0.20803584972023964	0.2250285863876343	0.35498978447914126	1.3326441299915315	0.12460167576869328	0.4074066774050395	0.20503826431930064	0.2345456034441789	0.36104486803213753
11	1.3593490142822267	0.14374379608035087	0.4222494682073593	0.19236344783753156	0.23746870201826095	0.36351644968986513	1.3322941708564757	0.12259970972314477	0.3921722052494685	0.2194546794767181	0.23547900597254434	0.3625814683238665
12	1.3374291229248048	0.12379323290288448	0.34366906559467314	0.23591512763500214	0.25253010445833207	0.3815144370794296	1.3188909010092418	0.12831379613528648	0.39153330902258554	0.2103812497233351	0.23255567774176597	0.3560997121532758
13	1.2966203932762146	0.1317095009405166	0.39130743932724	0.18418202736601233	0.2277359773516655	0.361678302526474	1.2184027552604675	0.11444476816182335	0.36682877014080684	0.16876486369719107	0.22085778320829075	0.3474994166692098
14	1.3204902420043945	0.14198770909011363	0.4427428831458092	0.1666250702366233	0.22253557926416398	0.34659183549880984	1.2262501180171967	0.11026953081910809	0.36438863337039945	0.1776539660990238	0.22083657716711363	0.3530942408243815
15	1.171587727546692	0.10229980526864528	0.32878581690788267	0.1805069153904915	0.20876430994272233	0.35122363483905794	1.1302934209505717	0.08828765843684475	0.32437967161337533	0.16996628674368064	0.2053622957567374	0.34229032178719837
16	1.1650835909843444	0.0980243171826005	0.3609929171800613	0.13840631867200137	0.2143700274825096	0.3532827686071396	1.0681802441676458	0.08576897504118582	0.2930808691183726	0.1392324713928004	0.20428250938653947	0.3458081794778506
17	1.2070060148239137	0.12625941428542137	0.3563357030749321	0.14917098904028536	0.2194440855383873	0.3557885482311249	1.0455535006523133	0.08156845656223595	0.2829412899911404	0.1332722363807261	0.20315530742208163	0.3446089534958204
18	1.2100858788490296	0.11737187450751663	0.38304036849737166	0.12840565106272697	0.22087091034650802	0.36038981342315674	1.0480117561419804	0.07909843575830261	0.3062515455981096	0.12428250257857144	0.20038662398854892	0.33798537572224935
19	1.2255889463424683	0.11593669071793557	0.38069762593507767	0.15291447012871504	0.21757710760831833	0.3584557726383209	1.0521496639649073	0.08027311894421776	0.2980056765675545	0.12303716517053545	0.20433111121257147	0.3464953248699506
20	1.1195996894836426	0.10026678603887558	0.31176863807439803	0.1558500592187047	0.2043722413778305	0.34733468914031984	0.9863629047075907	0.06673816485020022	0.2738815130790075	0.11331476146355271	0.19612743695576987	0.3362937597433726
21	1.1027748692035675	0.10536996185034514	0.33511566936969756	0.12698132326081396	0.19349330794811248	0.34180733263492585	1.0034648994604747	0.07867204408471783	0.2821113817890485	0.11137928947185477	0.1935231451690197	0.33777176489432653
22	1.0661975026130677	0.0885152713432908	0.3426175595521927	0.08961151598300784	0.1988089855313301	0.3466368680000305	0.9603425971666972	0.07213448935498794	0.2766489909589291	0.09918321472126991	0.18341208800673484	0.3289565164844195
